age,balance,campaign,day,default_yes,duration,education,housing_yes,loan_yes,marital_married,marital_single,month_aug,month_dec,month_feb,month_jan,month_jul,month_jun,month_mar,month_may,month_nov,month_oct,month_sep,pdays,poutcome_not_contacted,poutcome_other,poutcome_success,previous
45,736,2,20,0,13,secondary,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
47,0,2,20,0,51,secondary,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
57,274,3,20,0,41,secondary,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
35,1529,5,20,0,20,secondary,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
47,866,7,20,0,7,tertiary,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
57,573,11,20,0,53,secondary,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
48,607,2,20,0,29,primary,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
42,-1613,18,20,0,9,tertiary,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
44,2657,2,20,0,202,primary,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
36,1237,2,20,0,310,secondary,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
41,0,2,20,0,204,secondary,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
60,17339,11,20,0,50,secondary,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
49,4846,9,20,0,638,secondary,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
45,112,4,20,0,298,primary,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
36,4145,4,20,0,988,tertiary,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
29,1661,2,23,0,123,secondary,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
27,-27,2,23,1,498,secondary,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
26,-122,3,23,0,670,primary,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
26,490,5,23,0,82,secondary,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
22,4659,4,23,0,53,secondary,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
25,-350,3,23,0,95,secondary,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
29,-580,2,23,1,123,secondary,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
58,0,2,23,0,598,secondary,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
55,77,2,23,0,364,secondary,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
55,1420,4,23,0,655,primary,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
47,2716,4,23,0,339,tertiary,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
43,149,2,23,0,662,tertiary,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
46,1400,2,23,0,25,secondary,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
48,940,3,23,0,216,tertiary,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
40,-1036,2,23,1,41,tertiary,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
34,1,5,24,0,165,secondary,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
42,360,5,24,0,110,tertiary,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
33,350,5,24,0,137,tertiary,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
36,20,5,24,1,62,tertiary,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
55,5804,3,24,0,56,tertiary,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
42,341,3,24,0,790,secondary,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
36,56,6,24,0,481,secondary,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
44,107,3,24,0,183,primary,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
48,2288,4,24,0,114,secondary,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
50,1318,3,24,0,146,secondary,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
42,1343,3,24,0,404,primary,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
25,52,2,24,0,528,primary,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
31,1197,3,24,0,351,tertiary,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
53,0,8,24,0,51,primary,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
53,3815,3,24,0,237,secondary,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
35,8652,6,24,0,103,secondary,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
53,21522,4,24,0,146,secondary,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
25,0,1,25,0,347,tertiary,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
29,214,5,25,0,372,secondary,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
57,711,1,25,0,411,tertiary,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
49,57,1,25,0,151,primary,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
59,-91,1,25,0,157,tertiary,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
50,-253,1,25,0,43,secondary,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
46,25,2,25,0,167,secondary,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
50,-94,1,25,0,75,tertiary,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
58,2592,1,25,0,249,secondary,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
34,1,1,25,0,53,secondary,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
47,-468,1,25,0,268,primary,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
57,37,2,25,0,259,primary,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
51,-1136,1,25,0,155,secondary,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
34,1,1,25,0,247,secondary,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
47,80,1,25,0,100,secondary,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
42,-266,1,25,0,322,tertiary,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
39,0,2,25,0,93,secondary,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
47,-835,1,25,0,231,secondary,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
46,129,2,25,0,75,secondary,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
58,314,2,25,0,67,secondary,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
42,-15,1,25,0,71,secondary,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
56,594,1,25,0,151,secondary,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
31,3242,2,25,0,292,secondary,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
29,0,3,25,0,281,secondary,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
42,433,2,25,0,375,tertiary,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
43,720,8,25,0,168,primary,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
38,-140,3,25,0,456,secondary,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
45,400,5,25,0,103,secondary,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
41,381,4,25,0,305,primary,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
29,42,4,26,0,91,tertiary,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
47,0,3,26,1,622,secondary,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
37,3759,2,26,0,650,tertiary,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
40,0,2,26,0,178,secondary,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
34,0,2,26,0,465,secondary,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
50,0,2,26,0,626,secondary,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
36,74,2,26,0,322,secondary,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
32,159,1,26,0,177,secondary,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
27,335,3,26,0,519,tertiary,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
32,328,1,26,0,271,tertiary,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
60,1349,2,26,0,198,tertiary,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
30,526,3,26,0,677,tertiary,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
52,-1,3,26,0,138,secondary,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
57,35,3,26,0,215,secondary,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
48,341,3,26,0,251,secondary,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
28,702,2,26,0,318,primary,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
49,-53,1,26,0,253,secondary,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
43,2279,1,26,0,344,tertiary,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
28,282,4,26,0,301,tertiary,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
44,-153,1,26,0,197,secondary,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
36,2103,1,26,0,71,secondary,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
42,160,1,26,0,190,secondary,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
52,192,1,26,0,93,secondary,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
30,1881,1,26,0,29,secondary,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
54,8289,2,26,0,133,secondary,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
46,157,1,26,0,150,tertiary,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
22,-295,2,26,0,150,secondary,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
41,303,2,26,0,182,secondary,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
36,367,1,26,0,277,primary,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
28,196,7,26,0,176,secondary,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
25,681,3,26,0,105,secondary,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
51,0,3,26,0,565,secondary,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
45,71,2,26,0,138,primary,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
26,-266,3,26,0,667,secondary,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
55,43,3,26,0,464,primary,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
28,-7,2,26,0,3183,secondary,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
32,130,2,26,1,406,secondary,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
35,24,2,26,0,243,tertiary,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
40,72,3,26,0,110,secondary,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
55,6207,5,26,0,113,secondary,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
55,625,4,26,0,48,tertiary,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
47,0,8,26,0,174,secondary,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
35,4294,4,26,0,529,tertiary,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
25,6100,2,26,0,45,primary,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
34,5299,5,26,0,75,primary,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
27,-413,6,27,0,422,primary,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
32,187,3,27,0,381,secondary,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
32,-241,2,27,0,856,secondary,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
47,1160,4,27,0,59,secondary,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
44,-618,2,27,0,198,secondary,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
27,594,4,27,0,433,secondary,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
53,931,2,27,0,159,primary,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
30,1487,3,27,0,207,secondary,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
29,-722,4,27,0,121,tertiary,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
57,-418,1,27,0,95,secondary,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
30,62,1,27,0,213,primary,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
32,7,1,27,0,110,primary,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
53,0,1,27,0,747,primary,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
26,1128,3,27,0,111,secondary,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
21,820,2,27,0,302,secondary,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
43,544,6,27,0,154,tertiary,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
57,85,1,27,0,194,primary,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
50,877,1,27,0,181,tertiary,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
55,2,4,27,0,392,primary,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
58,65,1,27,0,162,primary,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
57,-238,1,27,0,79,primary,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
30,1131,5,27,0,148,secondary,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
39,0,1,27,0,103,secondary,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
55,700,1,27,0,141,primary,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
56,382,2,27,0,244,tertiary,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
33,837,8,27,0,250,primary,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
54,255,2,27,0,140,secondary,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
49,-1680,4,27,1,92,secondary,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
28,4,5,27,0,133,secondary,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
46,4,1,27,0,216,secondary,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
51,84,1,27,0,269,tertiary,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
42,23,1,27,0,397,secondary,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
60,95,1,27,0,244,primary,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
31,-423,2,27,0,135,primary,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
34,2019,1,27,0,102,secondary,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
29,11,1,27,0,326,secondary,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
51,144,2,27,0,153,secondary,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
60,78,2,27,0,151,secondary,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
60,109,5,27,0,349,primary,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
56,0,2,27,0,291,primary,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
52,2430,3,27,0,185,secondary,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
41,2970,2,27,0,169,secondary,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
24,11,4,27,0,114,secondary,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
55,-79,3,27,0,293,primary,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
34,-478,4,27,0,111,secondary,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
36,283,2,27,0,56,secondary,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
34,89,5,27,0,101,secondary,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
24,653,3,27,0,247,secondary,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
37,597,3,30,0,96,tertiary,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
40,59,3,30,0,322,secondary,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
39,324,4,30,0,182,primary,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
34,-868,2,30,1,198,secondary,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
52,798,2,30,0,123,primary,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
56,-65,2,30,0,45,tertiary,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
27,511,5,30,0,85,secondary,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
41,509,3,30,0,146,primary,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
36,2239,3,30,0,93,tertiary,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
49,2169,3,30,0,54,secondary,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
26,-72,9,30,0,82,secondary,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
42,145,3,30,0,27,primary,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
51,-101,3,30,0,60,primary,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
37,1309,2,30,0,124,secondary,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
49,12,2,30,0,217,secondary,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
50,3988,4,30,0,165,secondary,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
28,-395,4,30,0,141,secondary,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
35,1526,4,30,0,138,tertiary,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
47,323,1,30,0,385,secondary,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
33,740,3,30,0,266,secondary,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
45,624,1,30,1,50,secondary,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
38,116,1,30,0,203,primary,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
34,0,3,30,0,780,secondary,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
49,230,1,30,0,176,primary,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
37,0,1,30,0,202,tertiary,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
45,-342,1,30,0,158,secondary,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
44,0,3,30,1,76,secondary,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
33,276,2,30,0,224,primary,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
55,0,2,30,0,111,tertiary,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
56,3082,3,30,0,444,tertiary,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
40,220,3,30,0,69,secondary,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
27,1128,4,30,0,88,primary,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
57,0,2,30,0,104,secondary,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
39,-54,4,30,0,252,secondary,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
49,2062,4,30,0,132,secondary,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
34,66,2,30,0,450,secondary,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0
59,49,4,1,1,602,secondary,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,-1,1,0,0,0
41,138,3,1,0,136,secondary,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-1,1,0,0,0
30,365,4,1,0,381,secondary,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-1,1,0,0,0
44,10,2,1,0,158,tertiary,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-1,1,0,0,0
41,75,9,1,0,479,secondary,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-1,1,0,0,0
31,652,3,1,0,281,secondary,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,-1,1,0,0,0
49,503,2,1,0,297,tertiary,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-1,1,0,0,0
35,251,3,1,0,128,secondary,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,-1,1,0,0,0
39,971,3,1,0,471,secondary,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,-1,1,0,0,0
51,-20,1,1,0,58,secondary,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,1,0,0,0
39,-106,4,1,0,60,secondary,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-1,1,0,0,0
35,871,1,1,0,108,secondary,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-1,1,0,0,0
54,9,1,1,0,140,secondary,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,-1,1,0,0,0
59,0,1,1,0,249,secondary,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-1,1,0,0,0
57,53,3,1,0,215,primary,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-1,1,0,0,0
39,3,1,1,0,625,primary,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,1,0,0,0
40,84,2,1,0,428,primary,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,-1,1,0,0,0
43,13,1,1,0,119,secondary,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,-1,1,0,0,0
41,1,1,1,0,117,primary,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-1,1,0,0,0
45,-302,1,1,0,80,tertiary,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,-1,1,0,0,0
60,0,1,1,0,36,primary,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-1,1,0,0,0
31,-90,1,1,1,173,tertiary,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,-1,1,0,0,0
59,6,1,1,0,292,secondary,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,-1,1,0,0,0
59,358,2,1,0,183,secondary,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-1,1,0,0,0
29,1357,1,1,0,200,secondary,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,-1,1,0,0,0
49,935,1,1,0,150,primary,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,-1,1,0,0,0
47,145,1,1,1,163,primary,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,-1,1,0,0,0
32,0,1,1,0,122,secondary,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,-1,1,0,0,0
35,0,1,1,0,55,primary,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,1,0,0,0
52,935,1,1,0,86,secondary,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,1,0,0,0
30,49,1,1,0,359,tertiary,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,-1,1,0,0,0
43,91,2,1,0,110,secondary,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,-1,1,0,0,0
45,-249,1,1,1,92,primary,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,1,0,0,0
28,415,1,1,0,86,tertiary,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-1,1,0,0,0
41,7264,3,1,0,125,primary,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,-1,1,0,0,0
38,-585,4,1,0,196,tertiary,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-1,1,0,0,0
